NEM Code,soc_code,study_rating
25-1122,25-1122.00,0.5750000000000001
25-1123,25-1123.00,0.5714285714285714
25-1124,25-1124.00,0.5666666666666667
25-1125,25-1125.00,0.5888888888888889
25-1126,25-1126.00,0.5909090909090909
25-1192,25-1192.00,0.65
25-1193,25-1193.00,0.6162790697674418
25-1194,25-1194.00,0.4487179487179487
25-2011,25-2011.00,0.3106060606060606
25-2012,25-2012.00,0.2945205479452054
25-2021,25-2021.00,0.3108108108108108
25-2022,25-2022.00,0.3405797101449275
25-2023,25-2023.00,0.3387096774193548
25-2031,25-2031.00,0.3412698412698413
25-2032,25-2032.00,0.3333333333333333
25-2051,25-2051.00,0.3071428571428571
25-2057,25-2057.00,0.3051948051948052
25-2058,25-2058.00,0.2948717948717949
25-2059,25-2059.01,0.25
25-3011,25-3011.00,0.4264705882352941
25-3021,25-3021.00,0.38
25-3031,25-3031.00,0.0833333333333333
25-3041,25-3041.00,0.3714285714285714
25-4011,25-4011.00,0.5
25-4012,25-4012.00,0.5185185185185185
25-4013,25-4013.00,0.2368421052631578
25-4022,25-4022.00,0.5
25-4031,25-4031.00,0.5288461538461539
25-9021,25-9021.00,0.537037037037037
25-9031,25-9031.00,0.525
25-9044,25-9044.00,0.3636363636363636
27-1011,27-1011.00,0.4310344827586206
27-1012,27-1012.00,0.2241379310344827
27-1013,27-1013.00,0.3125
27-1014,27-1014.00,0.475
27-1021,27-1021.00,0.4137931034482758
27-1022,27-1022.00,0.375
27-1023,27-1023.00,0.2666666666666666
27-1024,27-1024.00,0.4107142857142857
27-1025,27-1025.00,0.3620689655172414
27-1026,27-1026.00,0.2682926829268293
27-1027,27-1027.00,0.358695652173913
27-2011,27-2011.00,0.15625
27-2021,27-2021.00,0.0
27-2022,27-2022.00,0.1444444444444444
27-2023,27-2023.00,0.1666666666666666
27-2031,27-2031.00,0.0416666666666666
27-2032,27-2032.00,0.1714285714285714
27-2041,27-2041.00,0.2807017543859649
27-2042,27-2042.00,0.1326530612244897
27-2091,27-2091.00,0.3684210526315789
27-3011,27-3011.00,0.5375
27-3023,27-3023.00,0.6333333333333333
27-3031,27-3031.00,0.7878787878787878
27-3041,27-3041.00,0.6470588235294118
27-3042,27-3042.00,0.6333333333333333
27-3091,27-3091.00,0.84
27-3092,27-3092.00,0.5208333333333333
27-4011,27-4011.00,0.3
27-4012,27-4012.00,0.2142857142857142
27-4014,27-4014.00,0.2777777777777778
27-4015,27-4015.00,0.09375
27-4021,27-4021.00,0.21875
27-4031,27-4031.00,0.1818181818181818
27-4032,27-4032.00,0.4722222222222222
29-1011,29-1011.00,0.3181818181818182
29-1021,29-1021.00,0.225
29-1022,29-1022.00,0.08
29-1023,29-1023.00,0.2
29-1024,29-1024.00,0.0909090909090909
29-1031,29-1031.00,0.4634146341463415
29-1041,29-1041.00,0.05
29-1051,29-1051.00,0.3999999999999999
29-1081,29-1081.00,0.2857142857142857
29-1123,29-1123.00,0.3404255319148936
29-1124,29-1124.00,0.1707317073170731
29-1125,29-1125.00,0.3636363636363636
29-1126,29-1126.00,0.1904761904761904
29-1127,29-1127.00,0.3902439024390244
29-1128,29-1128.00,0.34
29-1131,29-1131.00,0.2297297297297297
29-1151,29-1151.00,0.125
29-1161,29-1161.00,0.2926829268292683
29-1171,29-1171.00,0.3148148148148147
29-1181,29-1181.00,0.4545454545454546
29-1211,29-1211.00,0.2941176470588235
29-1212,29-1212.00,0.2307692307692307
29-1213,29-1213.00,0.3235294117647059
29-1214,29-1214.00,0.3529411764705882
29-1215,29-1215.00,0.375
29-1216,29-1216.00,0.3714285714285714
29-1217,29-1217.00,0.3695652173913043
29-1218,29-1218.00,0.3035714285714285
29-1221,29-1221.00,0.3666666666666667
29-1222,29-1222.00,0.3181818181818182
29-1223,29-1223.00,0.5217391304347826
29-1224,29-1224.00,0.5111111111111112
29-1241,29-1241.00,0.3382352941176471
29-1242,29-1242.00,0.2333333333333333
29-1243,29-1243.00,0.2222222222222222
29-1291,29-1291.00,0.3055555555555555
29-1292,29-1292.00,0.09375
29-2031,29-2031.00,0.1714285714285714
29-2032,29-2032.00,0.2894736842105263
29-2033,29-2033.00,0.2580645161290322
29-2034,29-2034.00,0.2807017543859649
29-2035,29-2035.00,0.2222222222222222
29-2036,29-2036.00,0.3
29-2042,29-2042.00,0.2083333333333333
29-2043,29-2043.00,0.1923076923076923
29-2051,29-2051.00,0.4130434782608695
29-2052,29-2052.00,0.4264705882352941
29-2053,29-2053.00,0.34
29-2055,29-2055.00,0.0166666666666666
29-2056,29-2056.00,0.1475409836065573
29-2057,29-2057.00,0.1052631578947368
29-2061,29-2061.00,0.25
29-2072,29-2072.00,0.5588235294117647
29-2081,29-2081.00,0.238095238095238
29-2091,29-2091.00,0.1896551724137931
29-2092,29-2092.00,0.05
29-9021,29-9021.00,0.53125
29-9091,29-9091.00,0.4069767441860465
29-9092,29-9092.00,0.631578947368421
29-9093,29-9093.00,0.0392156862745098
29-9099,29-9099.01,0.25
31-1131,31-1131.00,0.135593220338983
31-1132,31-1132.00,0.046875
31-1133,31-1133.00,0.125
31-2011,31-2011.00,0.2325581395348837
31-2012,31-2012.00,0.074074074074074
31-2021,31-2021.00,0.1025641025641025
31-2022,31-2022.00,0.1515151515151515
31-9011,31-9011.00,0.1851851851851851
31-9091,31-9091.00,0.1
31-9092,31-9092.00,0.141025641025641
31-9093,31-9093.00,0.037037037037037
31-9094,31-9094.00,0.2321428571428571
31-9095,31-9095.00,0.14
31-9096,31-9096.00,0.1481481481481481
31-9097,31-9097.00,0.1097560975609756
33-1011,33-1011.00,0.2826086956521739
33-1012,33-1012.00,0.3552631578947368
33-1021,33-1021.00,0.4056603773584905
33-1091,33-1091.00,0.2619047619047618
33-2011,33-2011.00,0.087719298245614
33-2021,33-2021.00,0.3846153846153846
33-2022,33-2022.00,0.375
33-3011,33-3011.00,0.1607142857142857
33-3012,33-3012.00,0.2386363636363636
33-3031,33-3031.00,0.1590909090909091
33-3041,33-3041.00,0.3205128205128205
33-3052,33-3052.00,0.4375
33-9011,33-9011.00,0.1333333333333333
33-9021,33-9021.00,0.3888888888888888
33-9031,33-9031.00,0.3125
33-9032,33-9032.00,0.2499999999999999
33-9091,33-9091.00,0.2631578947368421
33-9092,33-9092.00,0.16
33-9093,33-9093.00,0.23
33-9094,33-9094.00,0.1944444444444444
33-9099,33-9099.02,0.3414634146341463
35-1011,35-1011.00,0.2619047619047618
35-1012,35-1012.00,0.2555555555555555
35-2011,35-2011.00,0.0263157894736842
35-2012,35-2012.00,0.0862068965517241
35-2013,35-2013.00,0.28
35-2014,35-2014.00,0.1216216216216216
35-2015,35-2015.00,0.0
35-2021,35-2021.00,0.0462962962962962
35-3011,35-3011.00,0.1388888888888889
35-3031,35-3031.00,0.2244897959183673
35-3041,35-3041.00,0.1111111111111111
35-9011,35-9011.00,0.0
35-9021,35-9021.00,0.0
35-9031,35-9031.00,0.3285714285714285
37-1011,37-1011.00,0.2551020408163265
37-1012,37-1012.00,0.2454545454545454
37-2011,37-2011.00,0.0277777777777777
37-2012,37-2012.00,0.0588235294117647
37-2021,37-2021.00,0.2291666666666666
37-3011,37-3011.00,0.024390243902439
37-3012,37-3012.00,0.0555555555555555
37-3013,37-3013.00,0.0609756097560975
39-1013,39-1013.00,0.3365384615384615
39-1014,39-1014.00,0.3421052631578947
39-1022,39-1022.00,0.3620689655172414
39-2011,39-2011.00,0.1379310344827586
39-2021,39-2021.00,0.1818181818181818
39-3011,39-3011.00,0.1486486486486486
39-3012,39-3012.00,0.2307692307692307
39-3021,39-3021.00,0.0757575757575757
39-3031,39-3031.00,0.1999999999999999
39-3091,39-3091.00,0.3653846153846154
39-3092,39-3092.00,0.2361111111111111
39-3093,39-3093.00,0.1451612903225806
39-4011,39-4011.00,0.04
39-4012,39-4012.00,0.125
39-4021,39-4021.00,0.2333333333333333
39-4031,39-4031.00,0.0930232558139534
39-5011,39-5011.00,0.0735294117647058
39-5012,39-5012.00,0.0526315789473684
39-5091,39-5091.00,0.2439024390243902
39-5092,39-5092.00,0.0555555555555555
39-5093,39-5093.00,0.0714285714285714
39-5094,39-5094.00,0.106060606060606
39-6011,39-6011.00,0.2777777777777778
39-6012,39-6012.00,0.7
39-9031,39-9031.00,0.2352941176470588
39-9032,39-9032.00,0.25
39-9041,39-9041.00,0.28
41-1011,41-1011.00,0.4054054054054054
41-1012,41-1012.00,0.4444444444444444
41-2011,41-2011.00,0.3604651162790697
41-2012,41-2012.00,0.3095238095238095
41-2021,41-2021.00,0.6774193548387096
41-2022,41-2022.00,0.3428571428571428
41-2031,41-2031.00,0.3552631578947368
41-3011,41-3011.00,0.6923076923076923
41-3021,41-3021.00,0.5303030303030303
41-3031,41-3031.00,0.5192307692307693
41-3041,41-3041.00,0.5625
41-3091,41-3091.00,0.5666666666666667
41-4012,41-4012.00,0.7068965517241379
41-9011,41-9011.00,0.3974358974358974
41-9012,41-9012.00,0.4
41-9021,41-9021.00,0.421875
41-9022,41-9022.00,0.4107142857142857
41-9031,41-9031.00,0.5340909090909091
41-9041,41-9041.00,0.5277777777777778
41-9091,41-9091.00,0.5217391304347826
43-1011,43-1011.00,0.53125
43-2011,43-2011.00,0.4838709677419355
43-2021,43-2021.00,0.5526315789473684
43-3011,43-3011.00,0.4285714285714285
43-3021,43-3021.00,0.4166666666666666
43-3031,43-3031.00,0.313953488372093
43-3041,43-3041.00,0.4193548387096774
43-3051,43-3051.00,0.4864864864864865
43-3061,43-3061.00,0.4571428571428571
43-3071,43-3071.00,0.3333333333333333
43-4011,43-4011.00,0.8
43-4021,43-4021.00,0.7321428571428571
43-4031,43-4031.00,0.5909090909090908
43-4041,43-4041.00,0.5750000000000001
43-4051,43-4051.00,0.7045454545454546
43-4061,43-4061.00,0.62
43-4071,43-4071.00,0.4705882352941176
43-4081,43-4081.00,0.3974358974358974
43-4111,43-4111.00,0.4310344827586206
43-4121,43-4121.00,0.4396551724137931
43-4131,43-4131.00,0.5
43-4141,43-4141.00,0.6
43-4151,43-4151.00,0.6
43-4161,43-4161.00,0.4655172413793103
43-4171,43-4171.00,0.5833333333333334
43-4181,43-4181.00,0.5285714285714286
43-5021,43-5021.00,0.1551724137931034
43-5031,43-5031.00,0.59375
43-5032,43-5032.00,0.6521739130434783
43-5041,43-5041.00,0.3541666666666666
43-5051,43-5051.00,0.2777777777777778
43-5052,43-5052.00,0.3461538461538461
43-5053,43-5053.00,0.125
43-5061,43-5061.00,0.5192307692307693
43-5071,43-5071.00,0.3571428571428571
43-5111,43-5111.00,0.2758620689655172
43-6011,43-6011.00,0.7432432432432433
43-6012,43-6012.00,0.7608695652173912
43-6013,43-6013.00,0.611111111111111
43-6014,43-6014.00,0.5673076923076923
43-9021,43-9021.00,0.4999999999999999
43-9022,43-9022.00,0.4864864864864865
43-9031,43-9031.00,0.4838709677419355
43-9041,43-9041.00,0.5119047619047619
43-9051,43-9051.00,0.1216216216216216
43-9061,43-9061.00,0.5
43-9071,43-9071.00,0.1764705882352941
43-9081,43-9081.00,0.6000000000000001
43-9111,43-9111.00,0.6739130434782609
45-1011,45-1011.00,0.1578947368421052
45-2011,45-2011.00,0.2916666666666666
45-2021,45-2021.00,0.0757575757575757
45-2041,45-2041.00,0.05
45-2091,45-2091.00,0.0
45-2092,45-2092.00,0.0714285714285714
45-2093,45-2093.00,0.078125
45-3031,45-3031.00,0.0087719298245614
45-4011,45-4011.00,0.0652173913043478
45-4021,45-4021.00,0.125
45-4022,45-4022.00,0.0625
45-4023,45-4023.00,0.1578947368421052
47-2011,47-2011.00,0.0
47-2021,47-2021.00,0.0
47-2022,47-2022.00,0.0
47-2031,47-2031.00,0.0888888888888888
47-2041,47-2041.00,0.03125
47-2042,47-2042.00,0.0
47-2043,47-2043.00,0.0
47-2044,47-2044.00,0.0375
47-2051,47-2051.00,0.0
47-2053,47-2053.00,0.0227272727272727
47-2061,47-2061.00,0.025
47-2071,47-2071.00,0.0
47-2072,47-2072.00,0.0
47-2073,47-2073.00,0.0869565217391304
47-2081,47-2081.00,0.0208333333333333
47-2082,47-2082.00,0.0
47-2111,47-2111.00,0.1463414634146341
47-2121,47-2121.00,0.03125
47-2131,47-2131.00,0.1
47-2132,47-2132.00,0.0454545454545454
47-2141,47-2141.00,0.0285714285714285
47-2142,47-2142.00,0.0
47-2151,47-2151.00,0.0
47-2161,47-2161.00,0.0384615384615384
47-2171,47-2171.00,0.0
47-2181,47-2181.00,0.0
47-2211,47-2211.00,0.0394736842105263
47-2221,47-2221.00,0.0
47-2231,47-2231.00,0.11
47-3011,47-3011.00,0.0
47-3012,47-3012.00,0.0
47-3013,47-3013.00,0.0
47-3014,47-3014.00,0.0
47-3015,47-3015.00,0.0
47-3016,47-3016.00,0.0
47-4021,47-4021.00,0.0789473684210526
47-4031,47-4031.00,0.0256410256410256
47-4041,47-4041.00,0.032258064516129
47-4051,47-4051.00,0.0
47-4061,47-4061.00,0.0
47-4071,47-4071.00,0.09375
47-5011,47-5011.00,0.0
47-5012,47-5012.00,0.0263157894736842
47-5013,47-5013.00,0.1451612903225806
47-5022,47-5022.00,0.0
47-5023,47-5023.00,0.1136363636363636
47-5032,47-5032.00,0.1145833333333333
47-5041,47-5041.00,0.06
47-5043,47-5043.00,0.0
47-5044,47-5044.00,0.0813953488372093
47-5051,47-5051.00,0.0769230769230769
47-5071,47-5071.00,0.0
47-5081,47-5081.00,0.0652173913043478
49-1011,49-1011.00,0.2692307692307692
49-2011,49-2011.00,0.2040816326530612
49-2021,49-2021.00,0.0833333333333333
49-2022,49-2022.00,0.203125
49-2091,49-2091.00,0.14
49-2092,49-2092.00,0.0192307692307692
49-2093,49-2093.00,0.16
49-2094,49-2094.00,0.282051282051282
49-2095,49-2095.00,0.16
49-2096,49-2096.00,0.125
49-2097,49-2097.00,0.0952380952380952
49-2098,49-2098.00,0.1833333333333333
49-3011,49-3011.00,0.0597014925373134
49-3021,49-3021.00,0.0425531914893617
49-3022,49-3022.00,0.0
49-3023,49-3023.00,0.0727272727272727
49-3031,49-3031.00,0.0
49-3041,49-3041.00,0.173076923076923
49-3042,49-3042.00,0.125
49-3043,49-3043.00,0.064516129032258
49-3051,49-3051.00,0.0384615384615384
49-3052,49-3052.00,0.0
49-3053,49-3053.00,0.1071428571428571
49-3091,49-3091.00,0.0689655172413793
49-3092,49-3092.00,0.0909090909090909
49-3093,49-3093.00,0.0
49-9011,49-9011.00,0.0681818181818181
49-9012,49-9012.00,0.0714285714285714
49-9021,49-9021.00,0.1403508771929824
49-9031,49-9031.00,0.109090909090909
49-9041,49-9041.00,0.1451612903225806
49-9043,49-9043.00,0.1142857142857142
49-9044,49-9044.00,0.0434782608695652
49-9045,49-9045.00,0.0
49-9051,49-9051.00,0.0
49-9052,49-9052.00,0.03125
49-9061,49-9061.00,0.04
49-9062,49-9062.00,0.2727272727272727
49-9063,49-9063.00,0.0
49-9064,49-9064.00,0.1666666666666666
49-9071,49-9071.00,0.0784313725490196
49-9081,49-9081.00,0.0434782608695652
49-9091,49-9091.00,0.1964285714285714
49-9092,49-9092.00,0.0888888888888888
49-9094,49-9094.00,0.08
49-9095,49-9095.00,0.1153846153846153
49-9096,49-9096.00,0.037037037037037
49-9097,49-9097.00,0.0384615384615384
49-9098,49-9098.00,0.0
49-9099,49-9099.01,0.3064516129032258
51-1011,51-1011.00,0.225
51-2011,51-2011.00,0.025
51-2021,51-2021.00,0.1388888888888889
51-2031,51-2031.00,0.0
51-2041,51-2041.00,0.0227272727272727
51-2051,51-2051.00,0.0833333333333333
51-2061,51-2061.00,0.0
51-2090,51-2092.00,0.088235294117647
51-3011,51-3011.00,0.1176470588235294
51-3021,51-3021.00,0.0263157894736842
51-3022,51-3022.00,0.0
51-3023,51-3023.00,0.0
51-3091,51-3091.00,0.0666666666666666
51-3092,51-3092.00,0.1538461538461538
51-3093,51-3093.00,0.032258064516129
51-4021,51-4021.00,0.0833333333333333
51-4022,51-4022.00,0.0416666666666666
51-4023,51-4023.00,0.0735294117647058
51-4031,51-4031.00,0.02
51-4032,51-4032.00,0.0
51-4033,51-4033.00,0.064516129032258
51-4034,51-4034.00,0.032258064516129
51-4035,51-4035.00,0.0689655172413793
51-4041,51-4041.00,0.1326530612244897
51-4051,51-4051.00,0.0416666666666666
51-4052,51-4052.00,0.0
51-4061,51-4061.00,0.0967741935483871
51-4062,51-4062.00,0.1304347826086956
51-4071,51-4071.00,0.0
51-4072,51-4072.00,0.0348837209302325
51-4081,51-4081.00,0.141025641025641
51-4111,51-4111.00,0.109375
51-4121,51-4121.00,0.0392156862745098
51-4122,51-4122.00,0.0568181818181818
51-4191,51-4191.00,0.0588235294117647
51-4192,51-4192.00,0.1521739130434782
51-4193,51-4193.00,0.0416666666666666
51-4194,51-4194.00,0.0
51-5111,51-5111.00,0.109375
51-5112,51-5112.00,0.125
51-5113,51-5113.00,0.0641025641025641
51-6011,51-6011.00,0.05
51-6021,51-6021.00,0.0208333333333333
51-6031,51-6031.00,0.0232558139534883
51-6041,51-6041.00,0.0588235294117647
51-6042,51-6042.00,0.0217391304347826
51-6051,51-6051.00,0.0416666666666666
51-6052,51-6052.00,0.0681818181818181
51-6061,51-6061.00,0.1184210526315789
51-6062,51-6062.00,0.1428571428571428
51-6063,51-6063.00,0.125
51-6064,51-6064.00,0.0714285714285714
51-6091,51-6091.00,0.0862068965517241
51-6092,51-6092.00,0.1875
51-6093,51-6093.00,0.088235294117647
51-7011,51-7011.00,0.0441176470588235
51-7021,51-7021.00,0.0714285714285714
51-7031,51-7031.00,0.1538461538461538
51-7032,51-7032.00,0.282051282051282
51-7041,51-7041.00,0.0147058823529411
51-7042,51-7042.00,0.0326086956521739
51-8011,51-8011.00,0.1212121212121212
51-8012,51-8012.00,0.2499999999999999
51-8021,51-8021.00,0.1046511627906976
51-8031,51-8031.00,0.125
51-8091,51-8091.00,0.1515151515151515
51-8092,51-8092.00,0.078125
51-8093,51-8093.00,0.1707317073170731
51-8099,51-8099.01,0.081081081081081
51-9011,51-9011.00,0.0652173913043478
51-9012,51-9012.00,0.0857142857142857
51-9021,51-9021.00,0.081081081081081
51-9022,51-9022.00,0.0357142857142857
51-9023,51-9023.00,0.0833333333333333
51-9031,51-9031.00,0.0
51-9032,51-9032.00,0.0568181818181818
51-9041,51-9041.00,0.075
51-9051,51-9051.00,0.04
51-9061,51-9061.00,0.1770833333333333
51-9081,51-9081.00,0.0416666666666666
51-9082,51-9082.00,0.1034482758620689
51-9083,51-9083.00,0.0625
51-9111,51-9111.00,0.075
51-9123,51-9123.00,0.0294117647058823
51-9124,51-9124.00,0.0108695652173913
51-9141,51-9141.00,0.0625
51-9151,51-9151.00,0.17
51-9161,51-9161.00,0.18
51-9162,51-9162.00,0.3571428571428571
51-9191,51-9191.00,0.0
51-9192,51-9192.00,0.0526315789473684
51-9193,51-9193.00,0.04
51-9194,51-9194.00,0.0303030303030303
51-9196,51-9196.00,0.0263157894736842
51-9197,51-9197.00,0.0
51-9198,51-9198.00,0.0555555555555555
53-1041,53-1041.00,0.0
53-2011,53-2011.00,0.2272727272727273
53-2012,53-2012.00,0.2159090909090909
53-2021,53-2021.00,0.3068181818181818
53-2022,53-2022.00,0.3292682926829268
53-2031,53-2031.00,0.1458333333333333
53-3011,53-3011.00,0.0454545454545454
53-3031,53-3031.00,0.1388888888888889
53-3032,53-3032.00,0.173076923076923
53-3033,53-3033.00,0.25
53-3051,53-3051.00,0.1764705882352941
53-3052,53-3052.00,0.1666666666666666
53-3053,53-3053.00,0.173076923076923
53-3054,53-3054.00,0.25
53-4011,53-4011.00,0.2321428571428571
53-4013,53-4013.00,0.0568181818181818
53-4022,53-4022.00,0.0416666666666666
53-4031,53-4031.00,0.2083333333333333
53-4041,53-4041.00,0.2045454545454545
53-5011,53-5011.00,0.0106382978723404
53-5021,53-5021.00,0.209090909090909
53-5022,53-5022.00,0.1290322580645161
53-5031,53-5031.00,0.140625
53-6011,53-6011.00,0.1607142857142857
53-6021,53-6021.00,0.125
53-6031,53-6031.00,0.0652173913043478
53-6032,53-6032.00,0.1111111111111111
53-6041,53-6041.00,0.3888888888888888
53-6061,53-6061.00,0.1388888888888889
53-7011,53-7011.00,0.1379310344827586
53-7021,53-7021.00,0.0263157894736842
53-7031,53-7031.00,0.0
53-7041,53-7041.00,0.0952380952380952
53-7051,53-7051.00,0.03125
53-7061,53-7061.00,0.0
53-7063,53-7063.00,0.0909090909090909
53-7064,53-7064.00,0.1
53-7065,53-7065.00,0.1909090909090909
53-7071,53-7071.00,0.0769230769230769
53-7072,53-7072.00,0.1666666666666666
53-7073,53-7073.00,0.0
53-7081,53-7081.00,0.2321428571428571
53-7121,53-7121.00,0.125
11-1011,11-1011.00,0.35
11-3013,11-3013.00,0.2727272727272727
11-3031,11-3031.00,0.4259259259259259
11-3051,11-3051.00,0.3484848484848485
